Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte,data,NUTS_code,NUTS_level,soglia40,sopraSoglia
Calabria,235,913,27,152,25,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITF6,2,25.739321,
Campania,1486,4389,103,620,36,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITF3,2,33.857371,
Emilia-Romagna,1937,6126,183,757,0,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITH5,2,31.619327,
Friuli Venezia Giulia,481,1277,65,175,0,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITH4,2,37.666406,
Lazio,2233,6421,260,943,193,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITI4,2,34.776515,
Liguria,607,1790,62,217,18,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITC3,2,33.910615,
Lombardia,3564,10336,371,1248,282,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITC4,2,34.481424,
Marche,534,1176,72,233,40,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITI3,2,45.408163,◼
Molise,66,221,9,39,0,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITF2,2,29.864253,
P.A. Bolzano,250,553,34,100,0,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITH1,2,45.207957,◼
P.A. Trento,142,584,29,90,15,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITH2,2,24.315068,
Piemonte,2003,5824,153,628,99,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITC1,2,34.392170,
Puglia,1488,3561,167,569,80,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITF4,2,41.786015,◼
Sardegna,365,1602,32,208,35,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITG2,2,22.784020,
Sicilia,1108,4042,170,832,196,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITG1,2,27.412172,
Toscana,700,5033,115,552,11,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITI1,2,13.908206,
Umbria,426,806,80,141,0,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITI2,2,52.853598,◼
Valle d'Aosta,15,227,3,20,12,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITC2,2,6.607930,
Veneto,1062,6000,136,1000,0,Dati della Protezione Civile del 10 Febbraio 2021 ore 18:46,2021-02-10,ITH3,2,17.700000,
Abruzzo,502,1476,53,189,0,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITF1,2,34.010840,
Basilicata,77,410,5,88,13,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITF5,2,18.780488,
Calabria,223,913,25,152,25,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITF6,2,24.424973,
Campania,1425,4337,115,655,36,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITF3,2,32.856813,
Emilia-Romagna,1903,6126,178,757,0,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITH5,2,31.064316,
Friuli Venezia Giulia,457,1277,66,175,0,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITH4,2,35.787001,
Lazio,2160,6421,257,943,193,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITI4,2,33.639620,
Liguria,604,1790,62,217,18,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITC3,2,33.743017,
Lombardia,3550,10287,368,1248,282,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITC4,2,34.509575,
Marche,529,1176,75,233,40,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITI3,2,44.982993,◼
Molise,67,221,6,39,0,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITF2,2,30.316742,
P.A. Bolzano,251,553,36,100,0,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITH1,2,45.388788,◼
P.A. Trento,152,584,29,90,15,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITH2,2,26.027397,
Piemonte,1956,5824,150,628,99,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITC1,2,33.585165,
Puglia,1485,3606,165,569,80,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITF4,2,41.181364,◼
Sardegna,358,1602,33,208,35,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITG2,2,22.347066,
Sicilia,1071,4042,165,832,196,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITG1,2,26.496784,
Toscana,688,5033,120,552,11,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITI1,2,13.669779,
Umbria,440,825,80,141,0,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITI2,2,53.333333,◼
Valle d'Aosta,15,227,3,20,12,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITC2,2,6.607930,
Veneto,1029,6000,135,1000,0,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12,2021-02-11,ITH3,2,17.150000,
Abruzzo,507,1476,53,189,0,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITF1,2,34.349593,
Basilicata,69,414,4,88,13,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITF5,2,16.666667,
Calabria,224,913,23,152,25,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITF6,2,24.534502,
Campania,1399,4284,106,620,36,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITF3,2,32.656396,
Emilia-Romagna,1886,6126,175,757,0,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITH5,2,30.786810,
Friuli Venezia Giulia,440,1277,64,175,0,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITH4,2,34.455756,
Lazio,2140,6421,256,943,193,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITI4,2,33.328142,
Liguria,597,1787,57,216,18,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITC3,2,33.407946,
Lombardia,3583,10246,359,1248,282,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITC4,2,34.969744,
Marche,532,1176,75,233,40,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITI3,2,45.238095,◼
Molise,64,221,8,39,0,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITF2,2,28.959276,
P.A. Bolzano,247,548,37,100,0,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITH1,2,45.072993,◼
P.A. Trento,152,584,28,90,15,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITH2,2,26.027397,
Piemonte,1924,5824,144,628,99,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITC1,2,33.035714,
Puglia,1427,3606,169,569,80,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITF4,2,39.572934,
Sardegna,350,1602,33,208,35,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITG2,2,21.847690,
Sicilia,1055,4042,169,832,196,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITG1,2,26.100940,
Toscana,685,5033,126,558,11,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITI1,2,13.610173,
Umbria,439,825,84,141,0,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITI2,2,53.212121,◼
Valle d'Aosta,14,227,2,20,12,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITC2,2,6.167401,
Veneto,1002,6000,123,1000,0,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55,2021-02-12,ITH3,2,16.700000,
Abruzzo,548,1476,51,189,0,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITF1,2,37.127371,
Basilicata,64,414,5,88,13,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITF5,2,15.458937,
Calabria,217,913,22,152,25,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITF6,2,23.767798,
Campania,1356,4243,104,620,36,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITF3,2,31.958520,
Emilia-Romagna,1889,6126,171,757,0,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITH5,2,30.835782,
Friuli Venezia Giulia,425,1277,60,175,0,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITH4,2,33.281128,
Lazio,2121,6421,256,943,193,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITI4,2,33.032238,
Liguria,561,1787,56,216,18,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITC3,2,31.393397,
Lombardia,3574,10211,365,1248,282,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITC4,2,35.001469,
Marche,542,1176,75,233,40,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITI3,2,46.088435,◼
Molise,66,221,8,39,0,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITF2,2,29.864253,
P.A. Bolzano,244,538,37,100,0,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITH1,2,45.353160,◼
P.A. Trento,156,584,26,90,15,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITH2,2,26.712329,
Piemonte,1889,5824,141,628,99,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITC1,2,32.434753,
Puglia,1384,3606,164,569,80,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITF4,2,38.380477,
Sardegna,333,1602,28,208,35,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITG2,2,20.786517,
Sicilia,1043,4042,168,832,196,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITG1,2,25.804057,
Toscana,685,5033,129,556,11,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITI1,2,13.610173,
Umbria,448,818,83,141,0,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITI2,2,54.767726,◼
Valle d'Aosta,13,227,2,20,12,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITC2,2,5.726872,
Veneto,942,6000,111,1000,0,Dati della Protezione Civile del 13 Febbraio 2021 ore 20:05,2021-02-13,ITH3,2,15.700000,
Abruzzo,547,1476,52,189,0,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITF1,2,37.059621,
Basilicata,66,414,6,88,13,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITF5,2,15.942029,
Calabria,206,913,22,152,25,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITF6,2,22.562979,
Campania,1322,4243,111,620,36,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITF3,2,31.157200,
Emilia-Romagna,1911,6126,171,757,0,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITH5,2,31.194907,
Friuli Venezia Giulia,414,1277,61,175,0,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITH4,2,32.419734,
Lazio,2092,6421,259,943,193,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITI4,2,32.580595,
Liguria,591,1787,62,216,18,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITC3,2,33.072188,
Lombardia,3562,10211,364,1248,282,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITC4,2,34.883949,
Marche,544,1176,80,233,40,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITI3,2,46.258503,◼
Molise,69,221,9,39,0,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITF2,2,31.221719,
P.A. Bolzano,255,538,40,100,0,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITH1,2,47.397770,◼
P.A. Trento,164,584,26,90,15,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITH2,2,28.082192,
Piemonte,1913,5824,140,628,99,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITC1,2,32.846841,
Puglia,1359,3606,161,569,80,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITF4,2,37.687188,
Sardegna,320,1602,27,208,35,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITG2,2,19.975031,
Sicilia,1030,4042,165,832,196,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITG1,2,25.482434,
Toscana,693,5033,130,556,11,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITI1,2,13.769124,
Umbria,451,818,84,141,0,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITI2,2,55.134474,◼
Valle d'Aosta,13,227,2,20,12,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITC2,2,5.726872,
Veneto,927,6000,113,1000,0,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06,2021-02-14,ITH3,2,15.450000,
Abruzzo,537,1476,57,189,0,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITF1,2,36.382114,
Basilicata,70,414,6,88,13,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITF5,2,16.908213,
Calabria,195,913,22,152,25,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITF6,2,21.358160,
Campania,1281,4150,107,620,36,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITF3,2,30.867470,
Emilia-Romagna,1972,6126,172,757,0,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITH5,2,32.190663,
Friuli Venezia Giulia,412,1277,63,175,0,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITH4,2,32.263117,
Lazio,2090,6421,254,943,193,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITI4,2,32.549447,
Liguria,594,1794,61,216,18,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITC3,2,33.110368,
Lombardia,3572,10254,366,1248,282,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITC4,2,34.835186,
Marche,537,1176,83,233,40,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITI3,2,45.663265,◼
Molise,74,221,11,39,0,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITF2,2,33.484163,
P.A. Bolzano,258,551,39,100,0,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITH1,2,46.823956,◼
P.A. Trento,174,584,27,90,15,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITH2,2,29.794521,
Piemonte,1933,5824,144,628,99,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITC1,2,33.190247,
Puglia,1345,3606,159,569,80,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITF4,2,37.298946,
Sardegna,320,1602,25,208,35,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITG2,2,19.975031,
Sicilia,1035,3989,165,832,196,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITG1,2,25.946352,
Toscana,713,5033,132,561,12,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITI1,2,14.166501,
Umbria,464,841,84,141,2,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITI2,2,55.172414,◼
Valle d'Aosta,10,227,2,20,12,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITC2,2,4.405286,
Veneto,929,6000,110,1000,0,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22,2021-02-15,ITH3,2,15.483333,
Abruzzo,535,1476,64,189,0,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITF1,2,36.246612,
Basilicata,72,414,7,88,13,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITF5,2,17.391304,
Calabria,197,913,20,152,25,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITF6,2,21.577218,
Campania,1284,4152,106,620,36,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITF3,2,30.924855,
Emilia-Romagna,1975,6126,175,757,0,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITH5,2,32.239634,
Friuli Venezia Giulia,396,1277,60,175,0,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITH4,2,31.010180,
Lazio,2065,6421,253,943,193,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITI4,2,32.160100,
Liguria,587,1794,59,216,18,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITC3,2,32.720178,
Lombardia,3693,10255,373,1248,282,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITC4,2,36.011702,
Marche,535,1176,80,233,40,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITI3,2,45.493197,◼
Molise,80,221,11,39,0,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITF2,2,36.199095,
P.A. Bolzano,254,554,39,100,0,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITH1,2,45.848375,◼
P.A. Trento,168,584,27,90,15,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITH2,2,28.767123,
Piemonte,1900,5824,141,628,99,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITC1,2,32.623626,
Puglia,1324,3606,156,569,80,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITF4,2,36.716583,
Sardegna,311,1602,24,208,35,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITG2,2,19.413233,
Sicilia,1005,3989,158,832,196,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITG1,2,25.194284,
Toscana,718,5033,133,554,12,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITI1,2,14.265845,
Umbria,463,850,84,141,2,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITI2,2,54.470588,◼
Valle d'Aosta,8,227,2,20,12,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITC2,2,3.524229,
Veneto,893,6000,102,1000,0,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00,2021-02-16,ITH3,2,14.883333,
Abruzzo,551,1476,63,189,0,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITF1,2,37.330623,
Basilicata,72,416,7,88,13,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITF5,2,17.307692,
Calabria,179,913,18,152,25,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITF6,2,19.605696,
Campania,1301,4158,107,620,36,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITF3,2,31.289081,
Emilia-Romagna,1902,6126,176,757,0,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITH5,2,31.047992,
Friuli Venezia Giulia,384,1277,59,175,0,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITH4,2,30.070478,
Lazio,2044,6421,239,943,193,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITI4,2,31.833048,
Liguria,569,1794,60,216,18,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITC3,2,31.716834,
Lombardia,3740,10272,363,1248,282,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITC4,2,36.409657,
Marche,534,1176,78,233,40,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITI3,2,45.408163,◼
Molise,77,221,12,39,0,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITF2,2,34.841629,
P.A. Bolzano,254,554,39,100,0,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITH1,2,45.848375,◼
P.A. Trento,162,584,26,90,15,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITH2,2,27.739726,
Piemonte,1875,5824,138,628,99,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITC1,2,32.194368,
Puglia,1314,3606,156,569,80,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITF4,2,36.439268,
Sardegna,302,1602,29,208,35,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITG2,2,18.851436,
Sicilia,961,3982,154,832,196,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITG1,2,24.133601,
Toscana,699,5033,137,554,12,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITI1,2,13.888337,
Umbria,471,850,83,141,2,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITI2,2,55.411765,◼
Valle d'Aosta,8,227,2,20,12,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITC2,2,3.524229,
Veneto,875,6000,97,1000,0,Dati della Protezione Civile del 17 Febbraio 2021 ore 17:53,2021-02-17,ITH3,2,14.583333,
Abruzzo,552,1476,70,197,0,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15,2021-02-18,ITF1,2,37.398374,
Basilicata,73,416,6,88,13,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15,2021-02-18,ITF5,2,17.548077,
Calabria,173,913,20,152,25,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15,2021-02-18,ITF6,2,18.948521,
Campania,1290,4132,110,620,36,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15,2021-02-18,ITF3,2,31.219748,
Emilia-Romagna,1890,6126,181,757,0,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15,2021-02-18,ITH5,2,30.852106,
Friuli Venezia Giulia,361,1277,58,175,0,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15,2021-02-18,ITH4,2,28.269381,
Lazio,1945,6421,232,943,193,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15,2021-02-18,ITI4,2,30.291232,
Liguria,541,1795,59,216,18,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15,2021-02-18,ITC3,2,30.139276,
Lombardia,3716,10289,368,1248,282,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15,2021-02-18,ITC4,2,36.116241,
Marche,520,1176,79,233,40,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15,2021-02-18,ITI3,2,44.217687,◼
Molise,77,221,12,39,0,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15,2021-02-18,ITF2,2,34.841629,
P.A. Bolzano,253,549,37,100,0,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15,2021-02-18,ITH1,2,46.083789,◼
P.A. Trento,172,584,27,90,15,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15,2021-02-18,ITH2,2,29.452055,
Piemonte,1866,5824,128,628,99,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15,2021-02-18,ITC1,2,32.039835,
